name,website,domain,email,phone,city,niche
Care One Dental,https://www.careonedentalfl.com/,careonedentalfl.com,,+1 561-894-4299,Delray Beach,clinic
LensCrafters,https://local.lenscrafters.com/fl/delray-beach/571-linton-blvd.html,local.lenscrafters.com,,,Delray Beach,clinic
Ocean Breeze Implant & Esthetic Dentistry,https://oceanbreezeprosthodontics.com/,oceanbreezeprosthodontics.com,,,Delray Beach,clinic
Petit Smiles Pediatric Dentistry,https://petitsmiles.com/,petitsmiles.com,,,Doral,clinic
Alain Afflelou,https://www.afflelou.com/opticien/fontainebleau/afflelou-65-rue-grande-77300,afflelou.com,nafo@afflelou.net,+33 1 64 22 44 11,Fontainebleau,clinic
Atol,https://www.opticiens-atol.com/opticiens/fontainebleau-122-rue-grande,opticiens-atol.com,,+33 1 64 22 31 64,Fontainebleau,clinic
Balouzat,https://balouzat.net/,balouzat.net,fontainebleau@balouzatopticiens.fr,+33 1 64 22 47 92,Fontainebleau,clinic
Optic 2000,https://opticiens.optic2000.com/opticien-fontainebleau-77300-1064,opticiens.optic2000.com,,+33 1 64 23 45 82,Fontainebleau,clinic
Krys,https://www.krys.com/opticien/france/seine-et-marne/opticien-fontainebleau/fontainebleau-ruegrande,krys.com,fontainebleau-ruegrande@krys.com,+33 1 85 60 00 69,Fontainebleau,clinic
Optic 2000,https://opticien.optic2000.com/ile-de-france/seine-et-marne/moret-loing-et-orvanne/c03074-opticien-moret-sur-loing-optic-2000-380,opticien.optic2000.com,,+33 1 64 31 16 55,Fontainebleau,clinic
Mon Véto,https://www.veterinaire-monveto.com/cliniques/clinique-veterinaire-de-champagne-sur-seine/,veterinaire-monveto.com,,+33 1 64 23 57 00,Fontainebleau,clinic
Pelican Waters Veterinary Surgery,https://www.pelicanvet.com/,pelicanvet.com,,,Golden Beach,clinic
Fara Bender DMD PA,https://www.littleteethbigsmiles.com,littleteethbigsmiles.com,,+1-561-433-5544,Greenacres,clinic
Visionworks,https://locations.visionworks.com/ll/US/FL/Hialeah/620-W-49th-St,locations.visionworks.com,,+1 305-828-9426,Hialeah,clinic
Aspen Dental,https://www.aspendental.com/dentist/fl/hialeah/395-w-49th-st-ste-b/,aspendental.com,,,Hialeah,clinic
UF Hialeah Dental Center,https://ufhealth.org/hialeah-dental-center,ufhealth.org,,+1 305 694 5400,Hialeah,clinic
Peak Vision Clinic,https://peakvisionclinic.com/,peakvisionclinic.com,,+1-503-288-6181,Hollywood,clinic
Broadway Dental Care,https://broadwaydentalcare.net/,broadwaydentalcare.net,,,Hollywood,clinic
River City Eyecare,https://www.rivercityeye.com/,rivercityeye.com,,+1-503-477-4074,Hollywood,clinic
BluePearl Pet Hospital Northeast Portland,,,info.neportland@bluepearlvet.com,+1 503-501-2375,Hollywood,clinic
Animal Medical Center & Bird Clinic Of Hollywood,https://animalmedicalcenter-hollywood.com/,animalmedicalcenter-hollywood.com,,+19549202400,Hollywood,clinic
"May M. Chang, DDS",https://www.maychangdds.com/,maychangdds.com,,+1-503-287-0072,Hollywood,clinic
Hollywood Family Dentistry,http://www.portlandhollywooddentist.com/,portlandhollywooddentist.com,,+1-503-281-9612,Hollywood,clinic
Steven M. Miller,http://www.stevenmillerdental.com/,stevenmillerdental.com,,+1-503-284-2139,Hollywood,clinic
Eilers Dental,https://www.eilersdental.com/,eilersdental.com,,+1 503-281-8110,Hollywood,clinic
Rose City Vision Care,https://rosecityvisioncare.com/,rosecityvisioncare.com,,,Hollywood,clinic
Dental Healing Arts,https://www.dentalhealingarts.com/,dentalhealingarts.com,dentalhealingarts@gmail.com,+1-561-626-6116,Jupiter,clinic
South Shore Opticians,https://southshoreopticianslauderhill.com,southshoreopticianslauderhill.com,,+1-954-792-9111,Lauderhill,clinic
Smile At Margate,https://smileatmargate.com/,smileatmargate.com,,+1-954-974-4400,Margate,clinic
Parajon Animal Clinic,https://www.facebook.com/Parajon-Animal-Clinic-452648924756303/,facebook.com,,+1-305-856-2885,Miami,clinic
Krewe,https://www.krewe.com/,krewe.com,,,Miami,clinic
Complete Eye Center,http://completeeyecenterfl.com,completeeyecenterfl.com,,+1-305-379-3937,Miami,clinic
Edward Bernier,https://www.edwardbeiner.com/boutiques/coconut-grove/,edwardbeiner.com,,+1-786-216-7850,Miami,clinic
Vizcaya Dental Arts,https://www.vizcayadentalarts.com/,vizcayadentalarts.com,info@vizcayadentalarts.com,+1-305-568-8899,Miami,clinic
CAD/CAM Dental CENTER Miami,https://cadcamcenter.com/,cadcamcenter.com,info@cadcamcenter.com,+1-305-328-9490,Miami,clinic
Sunglass Hut,https://www.sunglasshut.com/us,sunglasshut.com,,+1 305 674 6907,Miami Beach,clinic
SEE eyewear,https://seeeyewear.com/locations/miami-beach,seeeyewear.com,,+1 305 672 6622,Miami Beach,clinic
Oakley,https://stores.oakley.com/us/fl/miami/603-lincoln-rd,stores.oakley.com,,+1 305 604 8960,Miami Beach,clinic
Eyemax Eyewear Miami,https://www.framedfashion.com,framedfashion.com,,+1-305-535-6800,Miami Beach,clinic
USA Sports Therapy South Beach,https://usasportstherapy.com,usasportstherapy.com,info@usasportstherapy.com,+1-305-479-2973,Miami Beach,clinic
Miami Beach Dental Solutions by Dr. Gabriela Flores,https://miamibeachds.com,miamibeachds.com,,+1-305-534-2002,Miami Beach,clinic
Cupo Dental,https://drcupo.com/,drcupo.com,office@drcupo.com,+1-786-361-1664,Miami Beach,clinic
United Dental Specialists,https://uniteddentalspecialists.com,uniteddentalspecialists.com,info@udsdental.com,+1-305-593-6521,Miami Lakes,clinic
Apple Dental Group,https://dentistmiamisprings.com/,dentistmiamisprings.com,,+1-305-884-2751,Miami Springs,clinic
Florida Hand Team & Associates Miramar LLC,https://floridahandteam.com,floridahandteam.com,,+1-954-524-2130,Miramar,clinic
Miramar Smiles Dentistry,https://www.miramarfamilydentist.com/,miramarfamilydentist.com,staff@miramarfamilydentist.com,+1-954-431-5513,Miramar,clinic
Bright Dental Solutions,https://www.brightdentalsolutions.com/,brightdentalsolutions.com,,+1 954-399-8025,Miramar,clinic
Ceramics Dental Lab,https://www.ceramicsdentallab.com/,ceramicsdentallab.com,,+1-305-940-4040,North Miami Beach,clinic
Dental Pearl,https://dentalpearlmiami.com/,dentalpearlmiami.com,info@dentalpearlmiami.com,+1-305-816-6620,North Miami Beach,clinic
Parkland Pediatric Dentistry,,,frontdesk@parklandpediatricdentistry.com,+1-954-755-8400,Parkland,clinic
Radiant Expressions Dental,http://radiantexpdental.com,radiantexpdental.com,,+1-954-589-0292,Pembroke Pines,clinic
Dr. Steven A. Rosenberg and Associates,https://www.rosenbergsmiles.com/,rosenbergsmiles.com,frontdesk@rosenbergsmiles.com,+1-954-791-7172,Plantation,clinic
Aesthetic Dentistry,https://adpdentistry.com/,adpdentistry.com,,+1 754-701-0386,Plantation,clinic
"Gallery For Eyes: Nona Kalfayan, OD",http://galleryforeyesnonak.com,galleryforeyesnonak.com,,+1-954-946-3939,Pompano Beach,clinic
JB Dentistry,https://jbdentistry.com/,jbdentistry.com,,,Pompano Beach,clinic
Smile Creators,https://www.smilecreators.com/sunny-isles/home-sunny-isles-beach-fl,smilecreators.com,,+1 305-833-7333,Sunny Isles Beach,clinic
Family Orthodontics,https://thefamilyorthodontist.com/,thefamilyorthodontist.com,office@thefamilyorthodontist.com,+1-561-762-6200,Wellington,clinic
Vision Express,https://www.visionexpress.com/opticians/telford/wellington,visionexpress.com,,,Wellington,clinic
Dr. Ursla,https://avetderm.com/,avetderm.com,,+1-561-484-7672,Wellington,clinic
Mount Vets Veterinary Hospital,https://www.mountvets.com/,mountvets.com,office@mountvets.com,+44 1823 662286,Wellington,clinic
VCA Animal Hospital,https://vcahospitals.com/cabrera,vcahospitals.com,,+1-305-261-2374,West Miami,clinic
Trail Animal Hospital,https://www.trailanimalhospital.com/,trailanimalhospital.com,trailanimalhospital@yahoo.com,+1-305-261-0793,West Miami,clinic
"Stephen G. Marshall, DDS",https://www.marshalloralsurgery.com/meet-us/,marshalloralsurgery.com,,+1-708-562-5526,Westchester,clinic
Wilton Manors Animal Hospital,https://wiltonmanorsanimalhospital.net,wiltonmanorsanimalhospital.net,,+1-954-541-2550,Wilton Manors,clinic
